feature,family,signal,rationale,availability,provenance,stage,leakage_guard
w40__acceleration__change,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w40__acceleration__ewmean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag00__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag01__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag02__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag03__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag04__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag05__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag06__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag07__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag08__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag09__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag10__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag11__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag12__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag13__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag14__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag15__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag16__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag17__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag18__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag19__s,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__s__mean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__s__std,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__s__min,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__s__max,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__s__rms,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__s__slope,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__s__change,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__s__ewmean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__s__mean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__s__std,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__s__min,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__s__max,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__s__rms,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__s__slope,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__s__change,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__s__ewmean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__s__mean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__s__std,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__s__min,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__s__max,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__s__rms,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__s__slope,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__s__change,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__s__ewmean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w12__s__mean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w12__s__std,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w12__s__min,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w12__s__max,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w12__s__rms,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w12__s__slope,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w12__s__change,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w12__s__ewmean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w20__s__mean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w20__s__std,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w20__s__min,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w20__s__max,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w20__s__rms,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w20__s__slope,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w20__s__change,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w20__s__ewmean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w30__s__mean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w30__s__std,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w30__s__min,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w30__s__max,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w30__s__rms,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w30__s__slope,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w30__s__change,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w30__s__ewmean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w40__s__mean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w40__s__std,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w40__s__min,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w40__s__max,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w40__s__rms,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w40__s__slope,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w40__s__change,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w40__s__ewmean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag00__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag01__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag02__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag03__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag04__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag05__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag06__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag07__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag08__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag09__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag10__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag11__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag12__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag13__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag14__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag15__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag16__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag17__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag18__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
lag19__a,history_lags,motion,Recent observed paths resolve motion direction and changes.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__a__mean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__a__std,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__a__min,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__a__max,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__a__rms,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__a__slope,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__a__change,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w03__a__ewmean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__a__mean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__a__std,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__a__min,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__a__max,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__a__rms,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__a__slope,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__a__change,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w05__a__ewmean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__a__mean,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__a__std,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__a__min,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__a__max,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__a__rms,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
w08__a__slope,history_summaries,motion,Multiple observed windows measure motion and landing-relative stability.,"pre-throw tracking plus organizer-supplied landing point, horizon and role",organizer input tracking; deterministic transforms; output coordinates excluded,research,Use observed input frames and supplied context; future player coordinates excluded.
